"HolderAddress","Balance","PendingBalanceUpdate"
"0x645d275b7890823afd3c669f8805e24ea64ffdab","2","No"
"0x88e30804b80e7d67d39815206445adcfd2fdbf3b","0.102613878659361","No"
"0x01bb800d2fabd79f9e937e8a282d0208e388b87e","395.144827585326","No"
"0xb6617664dd67877f3c18e83d52ea864db218385a","68.9506692163207","No"
"0x16f28d8f42da9c78338d2a6a8c8554276b013f46","136.615386828109","No"
"0x707a5dd53dc034ff4c500b6646978caef6a8bb39","0.0112367372611649","No"
"0x15d3aa040ed74f87245b00ebc1cc4eac5c69f6eb","29.7094633603797","No"
"0x29e95c1f7307a0853a6b1290e1a1b53caa181077","0.000450220311690836","No"
"0x076833040f01b41cf601190f44c4938521a5236c","10.2512530216628","No"
"0x1a32c3ffe00fdb74a975fda69324d230c232d3d4","10.2512530216628","No"
"0x276e2f55dd4d3a057a04f10890b7d36c50cacd17","10.2512530216628","No"
"0x4733f186215ed6d6f556ee5034b78a369334ea07","3.45815717606936","No"
"0x5712acf3e537f471babfe704f3821e371e05e940","10.2511578064663","No"
"0x5754b1aba91659613058e88f54ecbb06155fee34","10.2511578064663","No"
"0x6ccdf1a515d6bd291a7937f63c7b192857aa4552","70.8889134054013","No"
"0x77cdab9c93f211795e6fe6df66741aebdc3a8af6","40.1617772832925","No"
"0x8ac60686aa2441f7c1cc0d001f66c343ef432baa","10.2511578064663","No"
"0x983bacb0af8fb695967cd6672ff46bfaceea682f","0.00213358254464836","No"
"0xd1b9e08252aa2c221f200261f726e2d5937fccf5","10.2511578064663","No"
"0x31bac2d2bb8f29f371499f5c151adf1b85b04292","0.978404514589996","No"
"0x240933e301a914e818a262e46e169ffc35480346","3.55666588123763","No"
"0xec789d69bb5259de71c25931d3d357030e9c0783","10079.0698957954","No"
"0x17445c63d2b306ca82dd352821d2a2aab4e5acb0","6.883607083358E-06","No"
"0x2580f9954529853ca5ac5543ce39e9b5b1145135","914440.746225221","No"
"0x418159cd88b6551f99d4e2bd0b6c8089173ba3d9","2.54811706823675","No"
"0x9942cdcf1bfc7aed867149b71fab02822dbde3f9","2.7508787377399E-05","No"
"0x107d54d8e93a99047c9657f15f9baecde9921564","0.00342261920165702","No"
"0x10d49527100b153eeda87a772604985ddbb92985","0.0563958826848583","No"
"0x48d202bb56970b1179ea24418c2e7e88d01577db","0.0711626737780205","No"
"0x54b0be1e0d017ac76810cbf7095c7abc2221a248","305.415266672665","No"
"0x0d966513ed324144fa14aba2d6ac4ea58e325ab2","0.00354955548295734","No"
"0x022d33e84d46e6fa7adca5872197626e625d4dee","30.322101768596","No"
"0xaf442b4b28dcf80d63045d7af69021b87ee37fdb","2012.54450773513","No"
"0x0d4a92bcf17f6fde238a48c730feeb92cdbc0be9","0.209235564839771","No"
"0x986c96f674e89ad5a441580bad80579611868f15","10.1272246879201","No"
"0x2ac7db21a1142b9e6158e000e0173368ccd52464","10.1270304704845","No"
"0xa5f7bbe4aaf9b8a7e5eaf180498482d31e696ed3","1953.82161837493","No"
"0xff8e088d47a27beb95af07577f5c1ee3794d3d18","10.123534987155","No"
"0x30ae1173d29048f50e8868af2641d95d85630d08","10.1232746890021","No"
"0x643788caa5299820e99a5c9769cce652384ebdf6","10.1232607187996","No"
"0xde192b7e66920d881bd94d0be6840fd39e5fb744","5.2834747061E-08","No"
"0x49534888ca961e920c6243ea4dfa89cce009c43e","0.00438881174400108","No"
"0x562be83c604fddaf10f37ad752511ef84d34b11f","10.1151180139608","No"
"0x6d1d563acdbdb2a43e03a0d0bd3f56b37c41bdb9","0.505755100111583","No"
"0xc4153e00fa503cfdc4c75b6b48a31177213d26c1","1.11044789632869","No"
